Age,Gender,Job_Role,Working_Hours_Per_Day,Number_of_Projects,Sleep_Hours,Work_Life_Balance_Score,Stress_Level,Overtime_Hours,Years_of_Experience,Satisfaction_Level,Remote_or_Onsite,Burnout_Risk
51,Female,Designer,6.8,3,5.9,10.0,1.3,0.0,8.7,9.2,Remote,Medium
42,Male,Customer Support,8.2,2,7.2,9.1,1.0,2.1,17.8,8.9,Onsite,Low
32,Male,HR Specialist,8.7,7,7.5,6.7,3.0,3.4,9.2,8.2,Remote,Medium
23,Female,Data Analyst,5.4,4,7.6,10.0,1.0,0.0,1.7,9.4,Remote,Low
46,Female,Operations Manager,11.2,5,7.7,7.2,5.0,4.2,5.6,6.8,Hybrid,High
44,Male,HR Specialist,5.3,2,8.1,9.7,1.0,0.0,7.2,9.8,Remote,Low
42,Female,Customer Support,7.1,4,7.6,10.0,1.0,0.0,14.7,10.0,Remote,Low
36,Female,Marketing Executive,8.3,3,6.6,9.0,1.0,3.3,9.9,10.0,Remote,Medium
52,Male,Data Analyst,9.8,2,6.2,10.0,2.5,3.2,25.7,9.7,Hybrid,Low
55,Male,Operations Manager,8.1,3,7.0,9.5,1.8,3.3,20.3,10.0,Remote,Medium
34,Female,Product Manager,7.7,2,7.4,9.7,1.0,0.7,11.2,10.0,Hybrid,Low
44,Male,Designer,9.9,1,7.0,7.4,2.1,7.1,13.2,6.5,Hybrid,Medium
46,Female,Customer Support,9.4,1,6.0,8.9,1.3,4.3,12.4,9.0,Remote,Low
36,Male,Software Engineer,8.8,3,8.2,9.8,1.0,0.0,5.5,7.7,Hybrid,Low
34,Female,Sales Executive,8.6,3,8.8,9.2,1.0,3.2,11.4,10.0,Remote,Medium
29,Male,Marketing Executive,6.8,5,7.3,8.9,2.0,0.0,1.9,8.7,Remote,Medium
58,Female,Data Analyst,8.5,3,6.5,8.2,1.1,3.9,12.5,9.1,Hybrid,Medium
50,Female,Product Manager,8.5,3,6.6,9.7,1.8,1.8,20.2,10.0,Remote,Low
26,Male,Finance Analyst,9.1,4,6.3,8.5,2.7,3.8,2.4,10.0,Onsite,Medium
47,Female,Product Manager,10.2,3,5.9,8.0,4.4,3.5,23.0,8.1,Onsite,High
24,Male,Sales Executive,11.5,1,6.3,2.9,2.5,10.9,1.9,8.5,Onsite,High
57,Other,Customer Support,8.9,6,8.3,7.3,1.6,1.7,28.8,8.9,Remote,Medium
49,Female,Designer,9.2,4,6.1,9.5,2.6,2.7,21.4,10.0,Remote,Medium
33,Female,Software Engineer,7.9,6,8.0,10.0,1.1,0.2,2.9,10.0,Remote,Medium
57,Female,HR Specialist,10.5,1,5.8,5.3,2.9,10.7,18.2,7.5,Onsite,High
55,Other,Designer,8.6,3,9.2,9.7,1.0,0.7,23.4,9.7,Onsite,Low
30,Female,Designer,9.0,1,6.7,8.0,1.8,4.3,4.5,6.9,Onsite,Medium
55,Female,Software Engineer,7.6,1,9.5,9.9,1.0,0.0,18.2,10.0,Onsite,Low
33,Female,Marketing Executive,7.7,3,6.9,10.0,1.2,3.3,3.5,10.0,Onsite,Medium
39,Male,Finance Analyst,10.6,2,7.9,5.6,1.8,7.3,7.6,8.3,Onsite,High
47,Male,Customer Support,4.9,5,7.1,10.0,1.0,0.0,15.5,10.0,Remote,Low
45,Female,Sales Executive,5.5,3,9.5,9.1,2.4,0.0,7.8,9.8,Onsite,Medium
40,Female,Marketing Executive,12.7,2,4.4,1.0,5.9,14.4,7.4,6.6,Remote,High
54,Female,Product Manager,6.6,3,8.2,10.0,1.0,0.0,24.9,8.9,Onsite,Low
59,Male,Customer Support,8.7,4,7.6,9.7,1.0,0.1,23.6,10.0,Remote,Low
38,Female,Marketing Executive,7.4,5,8.0,9.7,1.3,0.4,9.1,9.8,Hybrid,Low
52,Male,Software Engineer,7.4,6,8.3,9.3,2.7,0.0,19.8,10.0,Onsite,Low
54,Male,Finance Analyst,12.7,3,6.4,4.4,3.0,6.1,23.7,7.2,Onsite,High
27,Female,Designer,11.7,4,7.0,3.9,3.7,11.6,4.5,6.7,Hybrid,High
25,Female,Customer Support,8.9,3,5.7,10.0,1.5,1.6,2.0,9.8,Onsite,Low
54,Female,Sales Executive,12.1,1,3.2,2.5,4.4,14.0,8.7,6.9,Onsite,High
22,Male,HR Specialist,7.7,1,7.0,10.0,1.0,0.0,0.6,10.0,Remote,Low
34,Other,Customer Support,8.0,1,7.9,7.7,1.0,0.5,4.5,9.7,Onsite,Low
57,Female,HR Specialist,8.0,3,7.7,8.7,1.0,0.0,26.5,9.4,Remote,Low
53,Female,Software Engineer,7.5,2,9.0,8.9,1.0,0.0,24.9,10.0,Remote,Low
21,Female,Sales Executive,8.1,5,7.6,7.8,3.1,1.7,0.0,6.9,Onsite,Medium
58,Male,Customer Support,6.8,3,7.4,10.0,1.0,0.0,30.4,10.0,Hybrid,Low
54,Male,Marketing Executive,5.4,6,9.5,10.0,1.0,0.0,14.4,10.0,Onsite,Low
35,Male,Marketing Executive,11.4,1,6.0,3.2,3.8,10.7,3.8,6.9,Onsite,High
47,Male,Finance Analyst,7.2,5,8.6,10.0,2.4,0.0,14.9,9.1,Onsite,Low
38,Female,Customer Support,7.5,2,8.0,10.0,1.0,1.2,10.1,10.0,Onsite,Low
37,Male,Finance Analyst,9.1,3,6.6,6.3,2.0,4.7,14.2,7.9,Onsite,Medium
52,Male,HR Specialist,8.4,5,7.9,10.0,2.6,0.2,22.5,10.0,Remote,Low
38,Male,Software Engineer,11.1,1,6.2,4.9,2.9,7.6,3.8,6.4,Onsite,High
59,Female,HR Specialist,13.5,2,6.3,3.6,6.4,13.6,29.6,5.6,Onsite,High
37,Male,Data Analyst,14.0,4,5.3,2.5,6.5,13.7,4.6,6.1,Onsite,High
31,Female,Operations Manager,6.4,5,7.4,10.0,1.6,0.0,2.2,9.9,Remote,Low
44,Female,Customer Support,9.5,1,5.8,5.3,1.0,6.9,16.7,7.2,Remote,High
27,Male,Finance Analyst,7.1,1,7.0,9.1,1.0,0.0,3.5,9.1,Onsite,High
46,Female,Software Engineer,7.4,2,8.2,10.0,1.0,0.0,11.7,10.0,Onsite,Low
21,Other,Customer Support,8.5,1,7.8,9.5,1.0,0.6,0.0,10.0,Onsite,Low
57,Female,Customer Support,11.2,1,5.0,6.0,5.4,8.4,15.7,6.4,Onsite,High
54,Male,Finance Analyst,4.0,2,8.4,9.3,1.0,0.0,25.2,10.0,Remote,Low
59,Female,HR Specialist,9.5,3,5.9,7.5,3.7,7.7,11.3,7.6,Hybrid,High
54,Female,Data Analyst,6.2,3,6.7,8.9,1.3,0.0,18.5,8.9,Remote,Low
42,Female,Customer Support,7.0,1,8.0,10.0,1.0,0.0,7.9,10.0,Hybrid,Low
24,Female,Operations Manager,10.7,3,4.5,7.5,3.1,3.8,2.0,8.2,Remote,Medium
39,Female,Software Engineer,8.6,2,8.0,8.1,2.1,2.3,11.1,10.0,Remote,Medium
26,Male,Product Manager,9.9,3,6.6,6.1,4.6,6.4,2.7,6.7,Remote,High
29,Female,Sales Executive,8.1,4,8.5,8.8,1.0,1.4,2.2,9.0,Hybrid,Medium
24,Female,Product Manager,11.6,4,6.8,5.4,4.3,9.0,1.4,7.8,Onsite,High
28,Male,Finance Analyst,5.6,6,9.1,9.1,2.9,0.0,6.1,7.8,Hybrid,Medium
26,Female,Product Manager,6.1,3,9.4,10.0,1.0,0.0,2.8,10.0,Onsite,Low
37,Female,Designer,9.4,5,6.8,7.0,2.6,5.9,13.2,10.0,Remote,Medium
26,Female,Customer Support,10.5,2,6.5,8.0,3.3,6.5,1.6,8.6,Hybrid,Medium
57,Male,Sales Executive,9.6,5,7.3,9.3,1.1,4.9,14.4,10.0,Onsite,Low
57,Male,Product Manager,6.2,8,8.9,10.0,1.3,0.0,13.8,10.0,Remote,Low
32,Male,Finance Analyst,8.7,2,8.9,9.1,1.0,0.5,3.0,9.1,Hybrid,Low
53,Female,Sales Executive,9.3,2,7.1,7.3,2.9,3.7,8.5,9.5,Onsite,Medium
34,Female,Software Engineer,6.7,1,7.0,10.0,1.0,0.0,5.1,9.5,Remote,Low
47,Female,Data Analyst,8.7,1,6.9,8.3,1.0,3.3,22.2,8.6,Onsite,Medium
30,Female,Product Manager,9.0,1,8.7,8.2,1.0,2.7,5.5,10.0,Onsite,Medium
22,Male,Customer Support,11.0,4,6.8,8.1,3.4,8.5,0.2,8.4,Onsite,Medium
51,Other,Marketing Executive,8.1,4,8.7,10.0,1.0,0.0,24.0,8.8,Remote,Low
40,Male,Data Analyst,8.6,1,9.5,9.0,1.0,0.5,14.7,9.5,Hybrid,Low
25,Male,Designer,6.7,4,7.7,10.0,1.0,0.0,1.5,10.0,Remote,Medium
54,Female,Marketing Executive,9.5,3,7.9,8.8,1.0,1.1,25.3,9.7,Remote,Low
43,Male,Marketing Executive,7.9,3,9.2,9.2,1.2,0.0,18.3,10.0,Onsite,Low
24,Male,Customer Support,6.5,4,8.7,10.0,1.0,0.0,2.5,10.0,Onsite,Medium
39,Female,Operations Manager,9.6,1,7.7,10.0,1.0,1.8,13.6,10.0,Onsite,Low
55,Male,Data Analyst,7.3,2,8.1,10.0,1.0,0.6,29.9,10.0,Remote,Low
50,Female,Marketing Executive,10.5,2,7.3,6.2,3.1,6.8,25.0,7.1,Onsite,Medium
27,Male,HR Specialist,10.2,3,7.3,7.1,1.0,3.5,1.7,9.4,Remote,Medium
53,Male,Sales Executive,8.8,7,7.7,9.3,1.0,0.8,26.9,9.7,Onsite,Low
25,Female,Operations Manager,6.3,1,9.5,9.2,1.0,0.0,1.9,10.0,Remote,Low
22,Female,Software Engineer,4.0,3,6.6,10.0,1.0,0.0,0.6,6.6,Hybrid,Low
43,Male,Marketing Executive,9.5,1,6.8,9.6,1.0,3.6,15.4,9.2,Onsite,Medium
26,Male,Data Analyst,12.1,5,6.6,7.5,4.4,6.8,3.9,9.1,Remote,High
41,Female,Data Analyst,8.6,2,8.8,9.2,1.0,1.9,15.8,10.0,Hybrid,Low
53,Male,Software Engineer,14.0,1,5.1,3.5,2.4,12.7,18.7,6.1,Remote,High
33,Male,Data Analyst,12.6,3,,4.2,5.3,12.6,6.8,6.5,Hybrid,High
38,Female,Sales Executive,8.6,3,8.5,7.9,1.0,0.4,6.5,8.2,Onsite,Low
30,Male,Customer Support,7.1,7,9.5,10.0,2.1,0.0,8.0,8.0,Onsite,Low
33,Female,Product Manager,8.3,3,7.4,8.6,1.0,1.2,5.9,9.5,Onsite,Low
43,Male,Sales Executive,11.7,1,6.5,7.4,3.9,10.3,14.5,8.2,Remote,High
39,Female,Customer Support,5.2,3,9.0,10.0,1.1,0.0,7.9,10.0,Remote,Low
22,Female,Marketing Executive,9.3,1,6.7,7.1,1.0,5.8,0.5,10.0,Hybrid,Medium
53,Male,Finance Analyst,7.8,9,9.3,10.0,1.4,0.0,6.9,8.7,Onsite,Low
44,Female,Customer Support,7.5,3,6.8,9.9,1.0,0.0,17.9,9.3,Hybrid,Medium
24,Male,Marketing Executive,9.0,2,7.8,10.0,1.4,0.0,1.6,9.8,Onsite,Low
33,Other,Data Analyst,9.3,4,7.3,8.4,3.8,4.8,6.7,10.0,Remote,Medium
59,Male,Sales Executive,9.0,3,6.3,7.0,3.5,6.7,17.5,8.8,Remote,High
50,Female,Customer Support,8.0,1,9.0,10.0,1.0,0.0,8.7,10.0,Onsite,Low
21,Male,Data Analyst,7.7,4,7.6,9.6,1.0,0.0,0.0,8.8,Remote,Low
25,Male,Sales Executive,6.3,5,7.9,8.2,1.9,0.0,2.3,9.7,Hybrid,Low
38,Female,Operations Manager,9.4,5,6.4,8.9,4.1,4.7,5.3,9.1,Remote,High
50,Male,HR Specialist,10.2,4,5.3,6.1,2.2,4.8,21.5,8.9,Remote,Medium
26,Female,HR Specialist,7.5,5,8.6,9.5,1.0,0.0,2.3,9.9,Hybrid,Low
40,Male,Designer,10.8,6,5.4,6.6,6.3,8.6,4.2,6.7,Onsite,High
28,Male,Marketing Executive,9.2,2,6.5,10.0,2.3,0.0,3.9,8.9,Onsite,Low
30,Female,Designer,11.2,1,3.9,6.0,7.0,9.0,2.5,7.7,Remote,Medium
36,Female,Marketing Executive,8.8,2,7.0,10.0,3.4,1.1,9.8,9.7,Onsite,Medium
47,Male,Data Analyst,8.9,5,8.9,7.8,1.0,0.1,11.9,9.7,Remote,Low
55,Other,HR Specialist,4.8,2,8.4,10.0,1.0,0.0,22.8,9.8,Hybrid,Low
39,Female,HR Specialist,6.7,3,8.3,7.3,1.0,0.0,10.8,8.2,Remote,Low
27,Female,Designer,8.6,4,8.4,10.0,1.0,0.1,3.4,10.0,Remote,Low
59,Female,HR Specialist,5.6,2,7.0,10.0,2.3,0.0,33.9,10.0,Remote,Low
38,Male,Operations Manager,9.5,2,7.0,6.3,1.0,2.9,14.7,7.5,Onsite,Low
42,Male,Operations Manager,6.6,7,8.2,8.0,1.7,0.0,5.4,9.5,Onsite,Medium
33,Female,Sales Executive,9.6,1,7.0,7.8,1.8,4.9,2.9,8.7,Remote,Low
46,Male,Data Analyst,8.9,1,8.2,6.7,1.0,4.5,10.7,10.0,Onsite,Medium
50,Female,Product Manager,10.0,1,7.0,8.3,1.7,3.1,23.9,9.3,Remote,Medium
41,Female,Software Engineer,6.3,1,7.9,8.2,1.0,0.0,11.4,10.0,Remote,Low
52,Male,Designer,9.8,3,8.4,7.8,1.0,3.4,21.5,9.0,Hybrid,Medium
29,Other,Product Manager,6.4,2,8.1,10.0,1.0,0.0,6.4,9.1,Onsite,Low
53,Male,Sales Executive,9.0,3,7.5,9.0,2.7,2.8,17.9,10.0,Onsite,Low
26,Female,Operations Manager,7.8,2,6.2,8.4,1.2,2.1,3.9,8.9,Hybrid,Medium
25,Female,Operations Manager,8.0,1,9.1,10.0,1.0,0.0,3.1,10.0,Remote,Low
37,Male,Sales Executive,7.7,3,8.3,8.5,1.0,0.0,4.2,9.6,Hybrid,Low
58,Female,Data Analyst,10.7,3,4.8,6.9,2.4,6.2,17.0,9.5,Remote,Medium
41,Other,Sales Executive,9.1,6,8.8,7.0,2.4,4.7,15.2,8.0,Onsite,Medium
57,Female,HR Specialist,7.7,3,7.9,10.0,1.0,0.0,21.3,9.9,Hybrid,Low
30,Male,Sales Executive,7.4,3,7.9,10.0,1.0,0.0,4.7,9.6,Hybrid,Low
21,Male,HR Specialist,8.8,4,5.8,8.5,1.0,3.3,0.0,9.8,Remote,Low
47,Female,Marketing Executive,12.5,2,5.6,4.5,5.9,10.9,10.2,7.7,Onsite,High
26,Female,Data Analyst,6.3,2,7.4,,1.5,0.0,3.5,8.3,Remote,Medium
26,Female,Sales Executive,11.4,2,4.2,1.8,5.5,12.9,4.0,6.9,Remote,High
29,Male,Sales Executive,9.3,1,8.1,10.0,1.0,0.4,4.2,10.0,Onsite,Low
26,Male,Operations Manager,8.4,3,8.8,10.0,2.5,0.0,2.0,10.0,Hybrid,Low
53,Male,Data Analyst,11.4,1,6.6,5.5,1.9,8.7,15.8,6.8,Onsite,Medium
32,Female,HR Specialist,10.5,2,5.0,6.2,1.9,8.3,9.6,7.3,Onsite,Medium
33,Male,Software Engineer,10.5,3,8.1,7.6,2.3,3.5,10.0,8.6,Onsite,Low
40,Other,Product Manager,9.9,3,7.3,7.0,1.0,3.7,10.5,9.3,Onsite,Low
49,Male,Finance Analyst,10.6,3,6.1,7.1,6.7,6.6,10.5,9.2,Remote,High
51,Female,Customer Support,5.2,2,7.3,10.0,1.3,0.0,7.2,10.0,Onsite,Low
41,Female,HR Specialist,4.0,5,8.9,8.8,1.0,0.0,17.0,10.0,Onsite,Low
53,Female,Designer,8.0,1,6.7,10.0,1.0,1.2,15.4,10.0,Hybrid,Low
48,Male,Data Analyst,7.2,3,7.5,10.0,1.0,0.0,23.1,10.0,Onsite,Low
30,Female,Data Analyst,6.1,1,6.1,7.7,1.0,0.0,7.1,9.8,Remote,Medium
41,Female,Customer Support,11.4,3,6.6,5.6,4.1,8.3,10.3,5.9,Onsite,Medium
55,Male,Marketing Executive,7.1,4,8.0,,1.0,0.0,8.3,9.7,Onsite,Low
41,Male,Finance Analyst,5.7,2,,10.0,1.0,0.0,16.0,10.0,Remote,Medium
52,Male,Customer Support,6.6,6,7.4,9.9,3.0,0.0,22.4,9.6,Remote,Low
35,Male,Customer Support,7.1,2,9.3,10.0,1.0,0.0,10.6,10.0,Remote,Low
32,Female,Data Analyst,7.0,5,7.9,9.8,2.1,0.0,9.2,7.7,Remote,Low
44,Male,Marketing Executive,6.2,2,7.7,8.4,1.0,0.0,5.3,10.0,Remote,Low
30,Female,Sales Executive,10.9,3,4.5,4.7,5.9,8.8,3.9,6.6,Onsite,High
48,Male,Marketing Executive,8.1,2,7.8,9.7,1.0,0.0,15.5,10.0,Remote,Low
47,Female,Software Engineer,8.1,2,7.9,9.9,1.0,0.0,19.7,10.0,Onsite,Medium
56,Male,Data Analyst,8.4,4,7.7,8.6,1.0,0.0,20.9,9.4,Onsite,Low
52,Male,Marketing Executive,6.5,3,8.4,10.0,1.0,0.0,10.6,10.0,Onsite,Medium
44,Female,Operations Manager,7.1,3,9.5,9.0,1.4,0.0,13.3,9.7,Remote,Low
50,Female,Sales Executive,8.6,2,8.4,8.8,1.5,1.9,12.0,9.3,Onsite,Low
26,Male,Designer,10.3,2,6.0,5.2,2.6,9.5,1.6,8.8,Onsite,High
30,Female,Operations Manager,10.3,6,7.1,7.2,2.3,6.4,3.0,7.6,Remote,Medium
46,Male,Software Engineer,11.7,4,5.0,3.5,5.9,15.3,6.7,6.3,Remote,High
48,Male,Marketing Executive,9.7,4,7.1,5.6,3.7,7.6,18.9,7.5,Onsite,Medium
49,Male,Customer Support,8.0,2,8.9,7.8,1.0,0.1,22.9,8.2,Onsite,Low
42,Female,Customer Support,5.2,3,7.0,9.4,1.0,0.0,13.0,10.0,Remote,Low
24,Male,Data Analyst,8.7,4,8.7,8.7,1.2,1.4,2.7,9.0,Remote,Low
35,Female,Finance Analyst,8.6,3,7.0,7.9,2.9,4.0,12.3,7.3,Onsite,High
48,Female,Software Engineer,7.9,1,8.5,9.3,1.0,1.0,18.8,10.0,Hybrid,Medium
36,Female,Designer,8.0,1,8.2,8.0,1.0,1.9,11.2,8.4,Hybrid,Low
24,Female,Data Analyst,10.5,2,6.3,6.9,3.5,6.8,2.6,9.3,Onsite,High
44,Male,HR Specialist,6.7,4,7.2,9.4,1.0,0.0,7.6,10.0,Onsite,Low
54,Female,Finance Analyst,8.3,2,9.4,9.6,1.0,0.8,25.3,8.8,Remote,Low
50,Female,Product Manager,9.8,1,6.5,8.2,3.7,5.8,25.7,9.9,Onsite,Medium
41,Female,Sales Executive,6.3,1,8.9,7.5,1.0,0.0,11.9,9.4,Onsite,Low
51,Female,Finance Analyst,11.7,5,6.2,5.6,4.3,6.1,23.6,6.8,Remote,High
58,Female,Product Manager,5.1,3,9.5,10.0,1.0,0.0,25.4,9.9,Onsite,Low
32,Female,Designer,8.1,2,6.8,9.4,3.5,2.1,8.0,8.8,Hybrid,Medium
34,Male,Operations Manager,11.2,2,5.5,6.7,2.5,8.0,8.4,8.1,Onsite,Medium
46,Male,Software Engineer,7.0,4,9.5,8.7,1.0,0.4,21.4,9.2,Onsite,Low
40,Male,Operations Manager,9.0,3,7.9,9.7,1.0,2.8,10.5,9.8,Remote,Low
35,Male,Software Engineer,8.8,2,8.2,7.6,1.4,4.0,10.2,9.8,Onsite,Medium
39,Male,Marketing Executive,6.2,4,9.2,9.1,1.0,0.0,4.5,9.7,Hybrid,Low
45,Female,Marketing Executive,8.6,1,6.6,8.7,1.0,2.4,20.3,10.0,Hybrid,Low
41,Female,Designer,11.4,2,6.5,6.6,1.0,6.6,8.2,10.0,Remote,Medium
59,Male,Finance Analyst,7.8,3,7.6,9.6,1.0,0.8,33.0,10.0,Hybrid,Medium
52,Male,Finance Analyst,8.9,7,9.5,9.2,3.2,3.4,22.2,10.0,Remote,Medium
37,Female,Software Engineer,6.2,3,8.8,,1.0,0.0,9.1,9.2,Onsite,Low
50,Male,Marketing Executive,7.5,4,8.8,8.8,1.0,0.0,13.4,9.9,Remote,Low
35,Male,Operations Manager,9.4,8,8.1,8.2,3.9,4.6,4.6,7.2,Hybrid,Medium
25,Male,Operations Manager,8.9,2,8.8,6.5,1.0,2.2,3.3,7.9,Remote,Medium
59,Male,Operations Manager,9.0,2,8.2,9.6,1.0,1.5,12.5,9.5,Remote,Low
45,Male,Product Manager,11.5,1,5.1,7.7,4.4,6.3,11.5,8.4,Remote,High
59,Male,Marketing Executive,9.8,3,7.9,5.7,3.0,7.3,13.7,7.2,Remote,High
28,Male,Operations Manager,9.1,2,,8.4,1.0,3.1,5.4,9.6,Onsite,Low
46,Female,Designer,10.6,1,5.0,5.0,7.4,10.3,18.9,5.7,Onsite,High
25,Female,Software Engineer,10.5,2,4.8,5.3,2.4,7.0,3.2,8.4,Hybrid,High
25,Male,Customer Support,6.3,4,7.3,7.8,1.0,0.0,3.0,8.3,Onsite,Low
27,Female,Customer Support,8.2,4,6.9,8.9,2.7,0.0,5.0,9.3,Onsite,Medium
24,Male,Product Manager,10.2,6,8.1,,2.3,4.2,1.4,6.8,Hybrid,Medium
31,Female,Customer Support,7.6,3,9.1,10.0,1.0,0.0,7.2,10.0,Hybrid,Low
25,Female,HR Specialist,7.1,3,9.1,10.0,1.0,0.0,3.5,10.0,Onsite,Low
41,Female,Product Manager,9.7,2,7.5,6.5,1.0,2.4,13.1,8.8,Hybrid,Medium
31,Female,Sales Executive,5.2,4,8.3,10.0,1.0,0.0,5.3,10.0,Onsite,Low
49,Male,Operations Manager,9.8,1,4.8,9.5,2.8,5.1,18.3,10.0,Remote,Medium
37,Male,Customer Support,7.1,4,9.2,8.7,1.0,0.0,7.2,9.8,Hybrid,Low
56,Female,Product Manager,12.1,3,5.9,1.0,7.2,11.3,21.6,4.4,Hybrid,High
43,Female,Software Engineer,10.6,4,7.3,7.4,4.0,7.2,19.1,9.9,Remote,Medium
27,Male,Data Analyst,9.3,1,7.2,6.1,1.0,3.9,2.6,7.9,Remote,Medium
26,Male,HR Specialist,7.0,1,7.3,9.9,1.4,0.0,3.2,10.0,Onsite,Low
57,Female,Sales Executive,5.3,7,8.3,10.0,1.2,0.0,25.0,10.0,Onsite,Low
29,Female,Product Manager,7.9,8,7.1,9.1,2.9,0.0,4.8,8.9,Onsite,Low
25,Female,Product Manager,9.0,1,7.1,9.7,2.8,6.2,1.5,10.0,Hybrid,Medium
24,Female,Operations Manager,8.6,4,9.5,9.6,1.4,2.9,0.9,9.9,Onsite,Low
32,Female,Finance Analyst,7.3,4,7.2,10.0,1.0,0.0,4.2,10.0,Hybrid,Low
32,Female,Data Analyst,6.1,3,6.6,10.0,1.0,0.0,6.3,10.0,Remote,Low
34,Female,Sales Executive,7.5,5,8.2,10.0,1.0,0.0,4.2,9.2,Remote,Low
39,Female,Customer Support,12.1,2,3.3,1.4,7.1,13.6,14.1,3.3,Onsite,High
31,Female,Sales Executive,11.5,4,6.6,3.2,4.8,11.1,5.6,6.7,Hybrid,High
33,Male,Operations Manager,5.1,1,9.2,10.0,1.0,0.0,8.4,9.9,Hybrid,Low
28,Female,Product Manager,6.8,4,9.3,10.0,1.0,0.0,1.4,10.0,Hybrid,Low
33,Other,Marketing Executive,8.4,5,8.9,8.7,2.2,2.1,3.7,10.0,Onsite,Low
24,Male,Finance Analyst,9.5,4,7.8,8.3,1.4,4.3,1.1,9.0,Onsite,Medium
49,Female,Customer Support,9.8,4,6.8,10.0,4.0,3.6,8.1,8.4,Hybrid,Medium
48,Male,Software Engineer,8.4,3,7.7,10.0,1.0,0.0,14.4,9.6,Hybrid,Low
59,Other,Data Analyst,9.6,5,8.2,9.6,2.9,2.6,20.9,8.9,Onsite,Medium
55,Male,Designer,8.9,4,6.0,9.2,1.7,3.0,27.3,8.0,Onsite,Low
31,Male,Sales Executive,10.6,1,8.7,8.4,2.2,5.2,4.6,9.6,Hybrid,Medium
43,Female,Product Manager,8.1,3,8.5,10.0,1.0,1.4,9.3,10.0,Hybrid,Low
29,Other,Designer,6.6,3,8.9,9.2,1.0,0.0,4.5,10.0,Hybrid,Low
30,Female,Software Engineer,8.2,2,7.4,7.9,1.0,0.2,5.8,9.3,Remote,Low
30,Male,Customer Support,8.1,6,7.6,10.0,3.0,0.6,5.8,10.0,Remote,Medium
41,Male,Designer,7.1,1,8.2,10.0,1.0,0.0,16.0,9.9,Remote,Low
26,Female,Software Engineer,5.2,5,6.9,8.1,1.6,0.0,1.4,9.9,Onsite,Medium
41,Male,HR Specialist,9.9,3,8.2,4.8,1.0,4.6,14.6,8.7,Onsite,Medium
21,Male,Operations Manager,8.7,3,7.1,9.7,1.6,1.0,0.0,9.8,Onsite,Low
36,Male,Data Analyst,5.9,5,8.3,10.0,1.7,0.0,9.3,10.0,Remote,Low
53,Male,Product Manager,5.8,2,8.7,9.6,1.0,0.0,19.4,9.4,Onsite,Medium
41,Female,Data Analyst,11.7,4,4.3,4.8,6.6,9.9,14.4,6.3,Onsite,High
56,Female,Product Manager,9.4,5,8.2,8.8,1.0,1.6,30.8,9.5,Hybrid,Medium
45,Male,Data Analyst,6.5,4,9.5,9.1,1.0,0.0,6.8,8.3,Onsite,Low
52,Female,Data Analyst,8.6,8,7.4,10.0,2.2,0.0,23.8,9.8,Onsite,Low
41,Male,Software Engineer,10.8,1,6.2,7.1,1.9,6.2,9.0,9.7,Remote,Low
37,Male,Marketing Executive,10.3,4,6.4,7.4,1.3,2.0,4.2,9.3,Remote,Medium
53,Other,Data Analyst,9.2,3,7.5,7.7,1.4,3.2,8.0,10.0,Remote,Medium
24,Male,HR Specialist,7.2,2,6.7,9.9,1.0,0.0,1.6,9.8,Remote,Medium
36,Male,Marketing Executive,11.0,4,7.5,5.7,3.0,6.9,7.9,8.6,Onsite,Medium
53,Female,Data Analyst,9.8,3,8.1,8.4,1.0,3.9,9.6,7.8,Onsite,Low
55,Male,HR Specialist,8.3,2,7.6,8.3,1.1,3.8,24.2,9.1,Onsite,Low
43,Female,Designer,7.4,3,7.2,9.9,1.0,0.0,8.1,10.0,Hybrid,Low
51,Female,Product Manager,6.7,2,8.4,10.0,1.0,0.0,19.8,10.0,Onsite,Low
24,Female,HR Specialist,11.8,2,5.8,7.0,6.7,8.4,1.9,7.2,Remote,High
21,Female,Customer Support,7.8,1,7.8,9.7,1.0,0.0,0.0,10.0,Remote,Low
40,Female,Sales Executive,7.7,3,7.1,10.0,1.0,0.5,13.0,10.0,Remote,Medium
38,Female,Operations Manager,6.3,4,9.5,10.0,1.0,0.0,8.4,10.0,Onsite,Low
22,Female,HR Specialist,7.0,4,8.1,9.6,1.0,0.0,0.4,8.2,Onsite,Medium
21,Female,Data Analyst,8.4,8,7.8,9.4,4.6,3.7,0.0,9.7,Hybrid,Medium
53,Female,Data Analyst,7.4,2,8.3,8.0,1.0,0.9,25.8,9.7,Remote,Low
57,Female,Product Manager,9.5,5,6.9,7.8,1.7,4.2,25.5,8.2,Onsite,Medium
46,Female,Marketing Executive,8.3,1,7.3,9.3,1.0,1.0,12.1,10.0,Onsite,Low
56,Male,Marketing Executive,6.1,2,8.7,8.8,1.0,0.0,17.7,9.2,Onsite,Low
48,Female,Marketing Executive,9.5,2,7.3,8.4,1.0,3.2,20.8,7.9,Remote,Medium
59,Male,Finance Analyst,7.5,6,9.5,10.0,1.0,0.0,7.8,8.3,Onsite,Low
49,Female,Sales Executive,10.9,5,5.1,5.4,3.5,6.0,15.6,7.5,Onsite,High
23,Male,Software Engineer,7.0,1,8.1,9.3,1.0,0.0,0.7,10.0,Onsite,Low
53,Male,Product Manager,9.5,3,7.4,10.0,1.0,0.4,20.7,10.0,Onsite,Low
